doc_id,comment_id,text,entity,label,rule_name,score,start,end
5,6,"Yg membuka lapangan kerja ber juta orang di Indonesia di bui,sedangkan koruptor di Indonesia yg merajalela,semakin solid,(pasti bung Karno&Soeharto)sedih melihat rakyat indonesia sengsara😢",koruptor,LAW,legal_terms,1.0,71,79
6,7,Biangkeroknya tangkap! Tapi siapa yang bisa nangkap???😢 semoga Tuhan memberikan hidajah untuk orang2 jujur. Aamiin,Tuhan,REG,religion_terms,1.0,63,68
7,8,Yg Korupsi MBG tuh...di Hukum Mati,Korupsi,LAW,legal_terms,1.0,3,10
7,8,Yg Korupsi MBG tuh...di Hukum Mati,Hukum,LAW,legal_terms,1.0,24,29
10,11,"Gilaaaaaaaa😢😢😢😢😢, ya Allah azab orang-orang yg zholim",Allah,REG,religion_terms,1.0,21,26
12,13,"pengadilan akhirat pasti ada, tunggu aja jokowi",jokowi,PER,person_jokowi,1.0,41,47
12,13,"pengadilan akhirat pasti ada, tunggu aja jokowi",pengadilan,LAW,legal_terms,1.0,0,10
14,15,"Saya sebagai orang awam biasa berfikir sederhana begini ya ""mana mungkin orang yg punya aplikasi sebesar Gojek bisa korupsi milyaran. Pasti yg dibawah nya yg ngabisin Pak Nadiem yg kena getah nya😢",Nadiem,PER,person_nadiem,1.0,171,177
14,15,"Saya sebagai orang awam biasa berfikir sederhana begini ya ""mana mungkin orang yg punya aplikasi sebesar Gojek bisa korupsi milyaran. Pasti yg dibawah nya yg ngabisin Pak Nadiem yg kena getah nya😢",Gojek,ORG,org_gojek,1.0,105,110
14,15,"Saya sebagai orang awam biasa berfikir sederhana begini ya ""mana mungkin orang yg punya aplikasi sebesar Gojek bisa korupsi milyaran. Pasti yg dibawah nya yg ngabisin Pak Nadiem yg kena getah nya😢",korupsi,LAW,legal_terms,1.0,116,123
15,16,Alloohu akbar ..... Tunjukkan keadilanMu di bumi negriku tercinta yaa Alloh,Alloh,REG,religion_terms,1.0,70,75
16,17,"Knp harus korupsi pak ??

Ga mungkin deh pak kalau ga punya 809 M .. 
Omset bapa dr gojek aja sudah pastantis
Selama jadi mentri berapa T apbn di kelola pak yang di jadikan proyek , 

Dan g mungkin kontraktor tersebut bener bener 100 persen orang lain tidak ada sey hello dengan bapa",gojek,ORG,org_gojek,1.0,84,89
16,17,"Knp harus korupsi pak ??

Ga mungkin deh pak kalau ga punya 809 M .. 
Omset bapa dr gojek aja sudah pastantis
Selama jadi mentri berapa T apbn di kelola pak yang di jadikan proyek , 

Dan g mungkin kontraktor tersebut bener bener 100 persen orang lain tidak ada sey hello dengan bapa",korupsi,LAW,legal_terms,1.0,10,17
16,17,"Knp harus korupsi pak ??

Ga mungkin deh pak kalau ga punya 809 M .. 
Omset bapa dr gojek aja sudah pastantis
Selama jadi mentri berapa T apbn di kelola pak yang di jadikan proyek , 

Dan g mungkin kontraktor tersebut bener bener 100 persen orang lain tidak ada sey hello dengan bapa",100 persen,QTY,quantity_terms,1.0,230,240
20,21,"Duit Anggaran pak Nadim harus tau , duitnya di pake apa atau di pake siapa klo tidak bisa menjelaskan ya repot pak",Nadim,PER,person_nadiem,1.0,18,23
21,22,Para HAKIM DZOLIM PASTI DILAKNAT ALLOH DIDUNIA DAN AKHIRAT ITU PASTI,HAKIM,LAW,legal_terms,1.0,5,10
21,22,Para HAKIM DZOLIM PASTI DILAKNAT ALLOH DIDUNIA DAN AKHIRAT ITU PASTI,ALLOH,REG,religion_terms,1.0,33,38
25,26,saya yakin bpk nadim itu difitnah,nadim,PER,person_nadiem,1.0,15,20
27,28,Makannya jangan korupsi bang,korupsi,LAW,legal_terms,1.0,16,23
29,30,"Korban keganasan Jokowi..., Yaqut nyebut Jokowi, dan banyak koruptor yg tertangkap mentangkutkn Jokowi tapi K Oooo K tidak punya nyali nangkap Jokowi",Jokowi,PER,person_jokowi,1.0,17,23
29,30,"Korban keganasan Jokowi..., Yaqut nyebut Jokowi, dan banyak koruptor yg tertangkap mentangkutkn Jokowi tapi K Oooo K tidak punya nyali nangkap Jokowi",Jokowi,PER,person_jokowi,1.0,41,47
29,30,"Korban keganasan Jokowi..., Yaqut nyebut Jokowi, dan banyak koruptor yg tertangkap mentangkutkn Jokowi tapi K Oooo K tidak punya nyali nangkap Jokowi",Jokowi,PER,person_jokowi,1.0,96,102
29,30,"Korban keganasan Jokowi..., Yaqut nyebut Jokowi, dan banyak koruptor yg tertangkap mentangkutkn Jokowi tapi K Oooo K tidak punya nyali nangkap Jokowi",Jokowi,PER,person_jokowi,1.0,143,149
29,30,"Korban keganasan Jokowi..., Yaqut nyebut Jokowi, dan banyak koruptor yg tertangkap mentangkutkn Jokowi tapi K Oooo K tidak punya nyali nangkap Jokowi",koruptor,LAW,legal_terms,1.0,60,68
31,32,Ini pasti sudah akal2lan jokowi dan wowo semua ini kalau orang benar trus pasti akan di singkirkan mereka takut nanti buat manen hasil2 besar takut ada yg ngintip dari belakng,jokowi,PER,person_jokowi,1.0,25,31
32,33,Baklawi gembong korupsi,korupsi,LAW,legal_terms,1.0,16,23
33,34,"Semua yang terlibat membuat sekenario menjijikkan ini, beserta seluruh keluarganya akan mendapatkan azab yang lebih menyedihkan dari Allah SWT. Aamiin.",Allah,REG,religion_terms,1.0,133,138
34,35,Ngeri dengan hukum di indonesia,indonesia,GPE,geo_indonesia,1.0,22,31
34,35,Ngeri dengan hukum di indonesia,hukum,LAW,legal_terms,1.0,13,18
36,37,Kasihan Nadiem..dia korban dari Jokowi..kesalahan Nadiem kenapa dia mau menjadi menteri..,Nadiem,PER,person_nadiem,1.0,8,14
36,37,Kasihan Nadiem..dia korban dari Jokowi..kesalahan Nadiem kenapa dia mau menjadi menteri..,Nadiem,PER,person_nadiem,1.0,50,56
36,37,Kasihan Nadiem..dia korban dari Jokowi..kesalahan Nadiem kenapa dia mau menjadi menteri..,Jokowi,PER,person_jokowi,1.0,32,38
37,38,"Semua orang muslim yg ada di muka bumi ini percaya dan meyakini ada waktu pembalasan yg sangat adil dan rinci di mana tidak akan bisa di tutupi walau hanya sebutir pasir besarnya,ada waktunya hari pembalasan di mana mahluk yg di zdolimi akan menjadi saksi sari ujung rambut hingga ujung kaki kecuali mulut akan allah tutup dan percayalah hari pembalasan akan pasti tiba untuk mempertanggung jawabkan dalam qta berada di dunia dari awal qta lahir sampai menutup usia. . .
Allah SWT akan adil dan akan slalu adil maha suci allah dengan segala firmannya",allah,REG,religion_terms,1.0,311,316
37,38,"Semua orang muslim yg ada di muka bumi ini percaya dan meyakini ada waktu pembalasan yg sangat adil dan rinci di mana tidak akan bisa di tutupi walau hanya sebutir pasir besarnya,ada waktunya hari pembalasan di mana mahluk yg di zdolimi akan menjadi saksi sari ujung rambut hingga ujung kaki kecuali mulut akan allah tutup dan percayalah hari pembalasan akan pasti tiba untuk mempertanggung jawabkan dalam qta berada di dunia dari awal qta lahir sampai menutup usia. . .
Allah SWT akan adil dan akan slalu adil maha suci allah dengan segala firmannya",Allah,REG,religion_terms,1.0,471,476
37,38,"Semua orang muslim yg ada di muka bumi ini percaya dan meyakini ada waktu pembalasan yg sangat adil dan rinci di mana tidak akan bisa di tutupi walau hanya sebutir pasir besarnya,ada waktunya hari pembalasan di mana mahluk yg di zdolimi akan menjadi saksi sari ujung rambut hingga ujung kaki kecuali mulut akan allah tutup dan percayalah hari pembalasan akan pasti tiba untuk mempertanggung jawabkan dalam qta berada di dunia dari awal qta lahir sampai menutup usia. . .
Allah SWT akan adil dan akan slalu adil maha suci allah dengan segala firmannya",allah,REG,religion_terms,1.0,521,526
38,39,"Hukum buatan manusia tak mungkin melahirkan keadilan. Terapkan hukum buatan Allah, buahkan maslahat bg umat manusia",Hukum,LAW,legal_terms,1.0,0,5
38,39,"Hukum buatan manusia tak mungkin melahirkan keadilan. Terapkan hukum buatan Allah, buahkan maslahat bg umat manusia",hukum,LAW,legal_terms,1.0,63,68
38,39,"Hukum buatan manusia tak mungkin melahirkan keadilan. Terapkan hukum buatan Allah, buahkan maslahat bg umat manusia",Allah,REG,religion_terms,1.0,76,81
39,40,"Kita punya Tuhan Pak, berdoa saja. Jika Bapak memang tak bersalah, siapapun yang menjerat Bapak tak akan lepas dari pengadilan Tuhan. Percayalah Pak, jika kita baik dan tak salah, Tuhan juga tak akan melepaskan siapapun yang menjahati orang baik dengan sengaja. Semua  manusia akan mati pada waktunya, akan ada pertanggung jawaban akhirat yang tak akan selesai walaupun tiap hari mereka minta ampun siang malam. Karena siapapun  yang  sengaja menjerat orang  baik yang tak bersalah, mereka sesungguhnya sedang mempermainkan Tuhan. Yang sabar ya Pak, tetaplah yakin dan berdoa, Tuhan akan memuaskanmu dengan keadilanNya pada waktuNya.",pengadilan,LAW,legal_terms,1.0,116,126
39,40,"Kita punya Tuhan Pak, berdoa saja. Jika Bapak memang tak bersalah, siapapun yang menjerat Bapak tak akan lepas dari pengadilan Tuhan. Percayalah Pak, jika kita baik dan tak salah, Tuhan juga tak akan melepaskan siapapun yang menjahati orang baik dengan sengaja. Semua  manusia akan mati pada waktunya, akan ada pertanggung jawaban akhirat yang tak akan selesai walaupun tiap hari mereka minta ampun siang malam. Karena siapapun  yang  sengaja menjerat orang  baik yang tak bersalah, mereka sesungguhnya sedang mempermainkan Tuhan. Yang sabar ya Pak, tetaplah yakin dan berdoa, Tuhan akan memuaskanmu dengan keadilanNya pada waktuNya.",Tuhan,REG,religion_terms,1.0,11,16
39,40,"Kita punya Tuhan Pak, berdoa saja. Jika Bapak memang tak bersalah, siapapun yang menjerat Bapak tak akan lepas dari pengadilan Tuhan. Percayalah Pak, jika kita baik dan tak salah, Tuhan juga tak akan melepaskan siapapun yang menjahati orang baik dengan sengaja. Semua  manusia akan mati pada waktunya, akan ada pertanggung jawaban akhirat yang tak akan selesai walaupun tiap hari mereka minta ampun siang malam. Karena siapapun  yang  sengaja menjerat orang  baik yang tak bersalah, mereka sesungguhnya sedang mempermainkan Tuhan. Yang sabar ya Pak, tetaplah yakin dan berdoa, Tuhan akan memuaskanmu dengan keadilanNya pada waktuNya.",Tuhan,REG,religion_terms,1.0,127,132
39,40,"Kita punya Tuhan Pak, berdoa saja. Jika Bapak memang tak bersalah, siapapun yang menjerat Bapak tak akan lepas dari pengadilan Tuhan. Percayalah Pak, jika kita baik dan tak salah, Tuhan juga tak akan melepaskan siapapun yang menjahati orang baik dengan sengaja. Semua  manusia akan mati pada waktunya, akan ada pertanggung jawaban akhirat yang tak akan selesai walaupun tiap hari mereka minta ampun siang malam. Karena siapapun  yang  sengaja menjerat orang  baik yang tak bersalah, mereka sesungguhnya sedang mempermainkan Tuhan. Yang sabar ya Pak, tetaplah yakin dan berdoa, Tuhan akan memuaskanmu dengan keadilanNya pada waktuNya.",Tuhan,REG,religion_terms,1.0,180,185
39,40,"Kita punya Tuhan Pak, berdoa saja. Jika Bapak memang tak bersalah, siapapun yang menjerat Bapak tak akan lepas dari pengadilan Tuhan. Percayalah Pak, jika kita baik dan tak salah, Tuhan juga tak akan melepaskan siapapun yang menjahati orang baik dengan sengaja. Semua  manusia akan mati pada waktunya, akan ada pertanggung jawaban akhirat yang tak akan selesai walaupun tiap hari mereka minta ampun siang malam. Karena siapapun  yang  sengaja menjerat orang  baik yang tak bersalah, mereka sesungguhnya sedang mempermainkan Tuhan. Yang sabar ya Pak, tetaplah yakin dan berdoa, Tuhan akan memuaskanmu dengan keadilanNya pada waktuNya.",Tuhan,REG,religion_terms,1.0,524,529
39,40,"Kita punya Tuhan Pak, berdoa saja. Jika Bapak memang tak bersalah, siapapun yang menjerat Bapak tak akan lepas dari pengadilan Tuhan. Percayalah Pak, jika kita baik dan tak salah, Tuhan juga tak akan melepaskan siapapun yang menjahati orang baik dengan sengaja. Semua  manusia akan mati pada waktunya, akan ada pertanggung jawaban akhirat yang tak akan selesai walaupun tiap hari mereka minta ampun siang malam. Karena siapapun  yang  sengaja menjerat orang  baik yang tak bersalah, mereka sesungguhnya sedang mempermainkan Tuhan. Yang sabar ya Pak, tetaplah yakin dan berdoa, Tuhan akan memuaskanmu dengan keadilanNya pada waktuNya.",Tuhan,REG,religion_terms,1.0,577,582
40,41,Ya Allah,Allah,REG,religion_terms,1.0,3,8
41,42,Baru tau kan lu Jokowi itu tukang ngibul😂,Jokowi,PER,person_jokowi,1.0,16,22
42,43,"Hakim zolim sabar ya pak nadim allah bersama bpk nadim, insaallah pak nadim akan bebas.",nadim,PER,person_nadiem,1.0,25,30
42,43,"Hakim zolim sabar ya pak nadim allah bersama bpk nadim, insaallah pak nadim akan bebas.",nadim,PER,person_nadiem,1.0,49,54
42,43,"Hakim zolim sabar ya pak nadim allah bersama bpk nadim, insaallah pak nadim akan bebas.",nadim,PER,person_nadiem,1.0,70,75
42,43,"Hakim zolim sabar ya pak nadim allah bersama bpk nadim, insaallah pak nadim akan bebas.",Hakim,LAW,legal_terms,1.0,0,5
42,43,"Hakim zolim sabar ya pak nadim allah bersama bpk nadim, insaallah pak nadim akan bebas.",allah,REG,religion_terms,1.0,31,36
45,46,Hukum sdh mandul tinggal rakyat yg menegakkan hukum,Hukum,LAW,legal_terms,1.0,0,5
45,46,Hukum sdh mandul tinggal rakyat yg menegakkan hukum,hukum,LAW,legal_terms,1.0,46,51
46,47,Sungguh mengerikan hukum dinegri ini. Smg jaksa dan hakimnya dapat karma.,hukum,LAW,legal_terms,1.0,19,24
46,47,Sungguh mengerikan hukum dinegri ini. Smg jaksa dan hakimnya dapat karma.,jaksa,LAW,legal_terms,1.0,42,47
47,48,"Orang pintar, punya niat Ingin merubah dan memperbaiki negri ini!
 Lebih baik skip aja dah! Percuma! Negara udah bobrok! Rakyat di paksa bodoh! Hasilnya yg punya niat baik bakalan di bungkam! Penjara atau MATI! Cuma itu pilihanya!",Penjara,LAW,legal_terms,1.0,192,199
48,49,Korban jokowi,jokowi,PER,person_jokowi,1.0,7,13
50,51,Uang negara yang hilang bukan dikorupsi sama Pak Nadiem tetapi sama tuyul dan genderuwo 💀,Nadiem,PER,person_nadiem,1.0,49,55
51,52,Haqul Yaqin Allah pasti menolong mu pak Nadiem 🤲🤲🤲,Nadiem,PER,person_nadiem,1.0,40,46
51,52,Haqul Yaqin Allah pasti menolong mu pak Nadiem 🤲🤲🤲,Allah,REG,religion_terms,1.0,12,17
52,53,"mas nadiem daya yakin tidak korupsi, hanya sial aja  ngasih spek laptopnya harus pakai chroom book. ini kan masalah yang membuat kompetitor murka. dan kompetitor ini kalau cuman 100 m per jaksa atau hakim itu kecil. itulah resiko",nadiem,PER,person_nadiem,1.0,4,10
52,53,"mas nadiem daya yakin tidak korupsi, hanya sial aja  ngasih spek laptopnya harus pakai chroom book. ini kan masalah yang membuat kompetitor murka. dan kompetitor ini kalau cuman 100 m per jaksa atau hakim itu kecil. itulah resiko",korupsi,LAW,legal_terms,1.0,28,35
52,53,"mas nadiem daya yakin tidak korupsi, hanya sial aja  ngasih spek laptopnya harus pakai chroom book. ini kan masalah yang membuat kompetitor murka. dan kompetitor ini kalau cuman 100 m per jaksa atau hakim itu kecil. itulah resiko",jaksa,LAW,legal_terms,1.0,188,193
52,53,"mas nadiem daya yakin tidak korupsi, hanya sial aja  ngasih spek laptopnya harus pakai chroom book. ini kan masalah yang membuat kompetitor murka. dan kompetitor ini kalau cuman 100 m per jaksa atau hakim itu kecil. itulah resiko",hakim,LAW,legal_terms,1.0,199,204
55,56,Mulyono dan keluarganya pasti senyam senyum.... 11 ribu T gitu loh....😅,Mulyono,PER,person_jokowi,1.0,0,7
55,56,Mulyono dan keluarganya pasti senyam senyum.... 11 ribu T gitu loh....😅,11 ribu,MON,money_terms,1.0,48,55
56,57,"Nadiem bukan orang politik, tapi beliau mau menerima tawaran Mentri, mau tidak mau beliau ada dalam lingkaran politik, begitulah pola politik negeri konoha",Nadiem,PER,person_nadiem,1.0,0,6
57,58,Seharusnya mulyono jokowi yg di vonis penjara karena ulah dia semua biang kerok permasalahan di negeri ini,mulyono,PER,person_jokowi,1.0,11,18
57,58,Seharusnya mulyono jokowi yg di vonis penjara karena ulah dia semua biang kerok permasalahan di negeri ini,jokowi,PER,person_jokowi,1.0,19,25
57,58,Seharusnya mulyono jokowi yg di vonis penjara karena ulah dia semua biang kerok permasalahan di negeri ini,vonis,LAW,legal_terms,1.0,32,37
57,58,Seharusnya mulyono jokowi yg di vonis penjara karena ulah dia semua biang kerok permasalahan di negeri ini,penjara,LAW,legal_terms,1.0,38,45
58,59,"Semangat pak Nadin, semoga hukum Tuhan  akan menghukum siapa pun yg zolim",hukum,LAW,legal_terms,1.0,27,32
58,59,"Semangat pak Nadin, semoga hukum Tuhan  akan menghukum siapa pun yg zolim",Tuhan,REG,religion_terms,1.0,33,38
59,60,"Rp,809 miliar Banyak Banget, pak",809 miliar,MON,money_terms,1.0,3,13
60,61,"Sedangkan yg memberikan arah kebijakan msih brkeliaran main raja""an..KNPA GK di seret ke pengadilan utk di mintak kterangan KLO bisa di skalian di vonis",pengadilan,LAW,legal_terms,1.0,89,99
60,61,"Sedangkan yg memberikan arah kebijakan msih brkeliaran main raja""an..KNPA GK di seret ke pengadilan utk di mintak kterangan KLO bisa di skalian di vonis",vonis,LAW,legal_terms,1.0,147,152
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",vonis,LAW,legal_terms,1.0,175,180
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",penjara,LAW,legal_terms,1.0,190,197
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",denda,LAW,legal_terms,1.0,202,207
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",23 ribu,MON,money_terms,1.0,103,110
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",Rp15,MON,money_terms,1.0,214,218
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",23 ribu,MON,money_terms,1.0,317,324
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",Rp106,MON,money_terms,1.0,371,376
61,62,"Kasus nya makarim apa ? 

INDOSURYA YANG MERAMPOK UANG KORBAN 16,3 triliun dan serara keseluruhan dari 23 ribu nasabahnya total 106 triliun. 

Tapj Mahkamah Agung menjatuhkan vonis 18 tahun penjara dan denda hanya Rp15 miliar kepada pimpinan Koperasi Simpan Pinjam (KSP) Indosurya, Henry Surya, yang diduga merugikan 23 ribu orang, dengan total kerugian disebut mencapai Rp106 triliun


Dan saat ini uang dan aset yg masih ada blm jelas kapan akan di kembalikan kepada para korban.",18 tahun,QTY,quantity_terms,1.0,181,189
63,64,"Drama aja, lantas kalau tidak keluar dari pt akap goto lalu darimana keluarnya? Dan gmn caranya itu bisa menyentuh, dapatkan dan terima sama Nadiem?",Nadiem,PER,person_nadiem,1.0,141,147
63,64,"Drama aja, lantas kalau tidak keluar dari pt akap goto lalu darimana keluarnya? Dan gmn caranya itu bisa menyentuh, dapatkan dan terima sama Nadiem?",goto,ORG,org_gojek,1.0,50,54
64,65,Jadi tumbal Jokowi 😂,Jokowi,PER,person_jokowi,1.0,12,18
66,67,tuntut harus berat biar kapok koruptor😂😂,koruptor,LAW,legal_terms,1.0,30,38
67,68,"Begitu besar jasa Nadiem untuk Pendidikan Indonesia...itu jelas , tidak bisa dipungkiri... semoga hukum bicara lebih baik lebih adil.
Nadiem... semoga Allah SWT selalu melindungi & menolongmu.",Nadiem,PER,person_nadiem,1.0,18,24
67,68,"Begitu besar jasa Nadiem untuk Pendidikan Indonesia...itu jelas , tidak bisa dipungkiri... semoga hukum bicara lebih baik lebih adil.
Nadiem... semoga Allah SWT selalu melindungi & menolongmu.",Nadiem,PER,person_nadiem,1.0,134,140
67,68,"Begitu besar jasa Nadiem untuk Pendidikan Indonesia...itu jelas , tidak bisa dipungkiri... semoga hukum bicara lebih baik lebih adil.
Nadiem... semoga Allah SWT selalu melindungi & menolongmu.",Indonesia,GPE,geo_indonesia,1.0,42,51
67,68,"Begitu besar jasa Nadiem untuk Pendidikan Indonesia...itu jelas , tidak bisa dipungkiri... semoga hukum bicara lebih baik lebih adil.
Nadiem... semoga Allah SWT selalu melindungi & menolongmu.",hukum,LAW,legal_terms,1.0,98,103
67,68,"Begitu besar jasa Nadiem untuk Pendidikan Indonesia...itu jelas , tidak bisa dipungkiri... semoga hukum bicara lebih baik lebih adil.
Nadiem... semoga Allah SWT selalu melindungi & menolongmu.",Allah,REG,religion_terms,1.0,151,156
71,72,Hukum sudah gila,Hukum,LAW,legal_terms,1.0,0,5
72,73,Goo block banget penegak hukum nya,hukum,LAW,legal_terms,1.0,25,30
73,74,Bajingannya sdh pasti RAJA BUAL BUAL SANG PENIPU MULYONO CS😂😂😂,MULYONO,PER,person_jokowi,1.0,49,56
75,76,"Mas nadim itu orang cerdas, orang pinter...",nadim,PER,person_nadiem,1.0,4,9
76,77,Bebaskan Nadiem & adili Jokowi,Nadiem,PER,person_nadiem,1.0,9,15
76,77,Bebaskan Nadiem & adili Jokowi,Jokowi,PER,person_jokowi,1.0,24,30
77,78,Sabar ya Pa Nadim...,Nadim,PER,person_nadiem,1.0,12,17
79,80,Bukan bela siapa siapa. Korupsi sekecil apapun pejabat semua ya sudah rakyat muak berita apapun.entah korupsi entah playing victim. Rakyat tetap bayar pajak dan tidak dapat apa apa😅,Korupsi,LAW,legal_terms,1.0,24,31
79,80,Bukan bela siapa siapa. Korupsi sekecil apapun pejabat semua ya sudah rakyat muak berita apapun.entah korupsi entah playing victim. Rakyat tetap bayar pajak dan tidak dapat apa apa😅,korupsi,LAW,legal_terms,1.0,102,109
80,81,Selama hakim msh manusia tidak menutup kemungkinan msh disetiri.,hakim,LAW,legal_terms,1.0,7,12
81,82,"Udah cocok jdi bos ojol.. Malah msuk politik,,",ojol,ORG,org_gojek,1.0,19,23
83,84,Tumbal kelicikan Mulyono,Mulyono,PER,person_jokowi,1.0,17,24
85,86,Ya alloh serem  jadi  pegawai,alloh,REG,religion_terms,1.0,3,8
87,88,"Kau kn Mentri 
Kasus besar GK mungkin hakim aneh2 zolim 
Kecuali Jokowi berkuasa",Jokowi,PER,person_jokowi,1.0,65,71
87,88,"Kau kn Mentri 
Kasus besar GK mungkin hakim aneh2 zolim 
Kecuali Jokowi berkuasa",hakim,LAW,legal_terms,1.0,38,43
